rental_id,rental_rate,rental_duration,rental_date,return_date,payment_count,total_payment_amount,amount_difference,first_payment_date
5149,2.99,7,2005-07-09,2005-07-16,1,2.99,0.00,2007-04-09
13882,2.99,6,2005-08-20,2005-08-22,1,2.99,0.00,2007-03-20
4687,4.99,6,2005-07-08,2005-07-10,1,4.99,0.00,2007-04-08
8192,2.99,4,2005-07-28,2005-07-30,1,2.99,0.00,2007-04-28
8398,4.99,5,2005-07-29,2005-08-02,1,4.99,0.00,2007-04-29
10141,0.99,6,2005-07-31,2005-08-06,1,0.99,0.00,2007-04-30
3982,0.99,7,2005-07-06,2005-07-08,1,0.99,0.00,2007-04-06
13864,4.99,5,2005-08-20,2005-08-22,1,4.99,0.00,2007-03-20
1600,0.99,4,2005-06-16,2005-06-19,1,0.99,0.00,2007-02-16
13311,0.99,7,2005-08-19,2005-08-20,1,0.99,0.00,2007-03-19
10165,0.99,6,2005-07-31,2005-08-06,1,0.99,0.00,2007-04-30
1763,4.99,7,2005-06-16,2005-06-20,1,4.99,0.00,2007-02-16
1417,4.99,5,2005-06-15,2005-06-19,1,4.99,0.00,2007-02-15
4180,4.99,5,2005-07-07,2005-07-10,1,4.99,0.00,2007-04-07
7007,4.99,7,2005-07-27,2005-07-31,1,4.99,0.00,2007-04-27
8275,4.99,4,2005-07-29,2005-07-30,1,4.99,0.00,2007-04-29
12712,2.99,7,2005-08-18,2005-08-25,1,2.99,0.00,2007-03-18
13007,0.99,7,2005-08-19,2005-08-26,1,0.99,0.00,2007-03-19
15963,2.99,3,2005-08-23,2005-08-25,1,2.99,0.00,2007-03-23
11749,2.99,6,2005-08-17,2005-08-19,1,2.99,0.00,2007-03-17
15827,0.99,7,2005-08-23,2005-08-24,1,0.99,0.00,2007-03-23
9744,4.99,4,2005-07-31,2005-08-03,1,4.99,0.00,2007-04-30
12929,4.99,6,2005-08-19,2005-08-25,1,4.99,0.00,2007-03-19
10552,2.99,6,2005-08-01,2005-08-04,1,2.99,0.00,2007-03-01
4339,4.99,5,2005-07-07,2005-07-08,1,4.99,0.00,2007-04-07
10498,0.99,4,2005-08-01,2005-08-03,1,0.99,0.00,2007-03-01
2585,0.99,6,2005-06-19,2005-06-20,1,0.99,0.00,2007-02-19
9032,4.99,4,2005-07-30,2005-08-01,1,4.99,0.00,2007-04-30
11697,0.99,4,2005-08-17,2005-08-19,1,0.99,0.00,2007-03-17
5711,2.99,4,2005-07-10,2005-07-13,1,2.99,0.00,2007-04-10
6265,2.99,3,2005-07-11,2005-07-12,1,2.99,0.00,2007-04-11
3324,2.99,5,2005-06-21,2005-06-22,1,2.99,0.00,2007-02-21
3044,4.99,5,2005-06-20,2005-06-25,1,4.99,0.00,2007-02-20
12152,4.99,5,2005-08-18,2005-08-22,1,4.99,0.00,2007-03-17
11441,2.99,7,2005-08-02,2005-08-05,1,2.99,0.00,2007-03-02
6386,2.99,5,2005-07-11,2005-07-15,1,2.99,0.00,2007-04-11
6150,4.99,5,2005-07-11,2005-07-15,1,4.99,0.00,2007-04-11
15944,4.99,5,2005-08-23,2005-08-25,1,4.99,0.00,2007-03-23
15285,2.99,4,2005-08-22,2005-08-25,1,2.99,0.00,2007-03-22
15725,2.99,5,2005-08-23,2005-08-26,1,2.99,0.00,2007-03-23
6412,0.99,5,2005-07-11,2005-07-16,1,0.99,0.00,2007-04-11
5300,2.99,6,2005-07-09,2005-07-15,1,2.99,0.00,2007-04-09
5633,2.99,6,2005-07-10,2005-07-11,1,2.99,0.00,2007-04-10
7024,4.99,5,2005-07-27,2005-07-28,1,4.99,0.00,2007-04-27
13935,2.99,5,2005-08-20,2005-08-24,1,2.99,0.00,2007-03-20
12619,0.99,7,2005-08-18,2005-08-21,1,0.99,0.00,2007-03-18
8430,0.99,7,2005-07-29,2005-08-03,1,0.99,0.00,2007-04-29
6152,0.99,7,2005-07-11,2005-07-17,1,0.99,0.00,2007-04-11
2070,2.99,4,2005-06-17,2005-06-20,1,2.99,0.00,2007-02-17
3547,0.99,3,2005-07-06,2005-07-08,1,0.99,0.00,2007-04-06
14142,4.99,7,2005-08-21,2005-08-23,1,4.99,0.00,2007-03-21
12077,4.99,6,2005-08-17,2005-08-22,1,4.99,0.00,2007-03-17
13930,2.99,7,2005-08-20,2005-08-21,1,2.99,0.00,2007-03-20
6439,2.99,4,2005-07-12,2005-07-13,1,2.99,0.00,2007-04-11
3120,0.99,4,2005-06-20,2005-06-23,1,0.99,0.00,2007-02-20
6356,4.99,3,2005-07-11,2005-07-12,1,4.99,0.00,2007-04-11
6341,2.99,5,2005-07-11,2005-07-15,1,2.99,0.00,2007-04-11
11978,4.99,7,2005-08-17,2005-08-18,1,4.99,0.00,2007-03-17
9563,4.99,6,2005-07-31,2005-08-05,1,4.99,0.00,2007-04-30
6740,0.99,3,2005-07-12,2005-07-14,1,0.99,0.00,2007-04-12
5637,0.99,7,2005-07-10,2005-07-17,1,0.99,0.00,2007-04-10
9812,2.99,6,2005-07-31,2005-08-01,1,2.99,0.00,2007-04-30
6571,0.99,5,2005-07-12,2005-07-15,1,0.99,0.00,2007-04-12
6982,2.99,5,2005-07-27,2005-07-31,1,2.99,0.00,2007-04-26
8524,0.99,5,2005-07-29,2005-08-03,1,0.99,0.00,2007-04-29
6107,0.99,5,2005-07-11,2005-07-14,1,0.99,0.00,2007-04-11
3858,2.99,7,2005-07-06,2005-07-10,1,2.99,0.00,2007-04-06
5642,2.99,7,2005-07-10,2005-07-13,1,2.99,0.00,2007-04-10
5761,0.99,3,2005-07-10,2005-07-13,1,0.99,0.00,2007-04-10
14852,0.99,4,2005-08-22,2005-08-25,1,0.99,0.00,2007-03-22
5230,2.99,4,2005-07-09,2005-07-13,1,2.99,0.00,2007-04-09
15820,2.99,6,2005-08-23,2005-08-25,1,2.99,0.00,2007-03-23
4993,2.99,5,2005-07-09,2005-07-11,1,2.99,0.00,2007-04-08
10628,2.99,7,2005-08-01,2005-08-05,1,2.99,0.00,2007-03-01
11797,4.99,5,2005-08-17,2005-08-18,1,4.99,0.00,2007-03-17
15904,0.99,5,2005-08-23,2005-08-24,1,0.99,0.00,2007-03-23
13977,0.99,7,2005-08-20,2005-08-24,1,0.99,0.00,2007-03-20
10430,2.99,4,2005-08-01,2005-08-03,1,2.99,0.00,2007-03-01
4519,2.99,5,2005-07-08,2005-07-12,1,2.99,0.00,2007-04-08
3150,0.99,6,2005-06-20,2005-06-26,1,0.99,0.00,2007-02-20
5719,4.99,6,2005-07-10,2005-07-15,1,4.99,0.00,2007-04-10
2366,0.99,6,2005-06-18,2005-06-23,1,0.99,0.00,2007-02-18
4634,0.99,6,2005-07-08,2005-07-12,1,0.99,0.00,2007-04-08
15088,0.99,3,2005-08-22,2005-08-24,1,0.99,0.00,2007-03-22
1550,0.99,4,2005-06-16,2005-06-18,1,0.99,0.00,2007-02-16
16047,0.99,4,2005-08-23,2005-08-25,1,0.99,0.00,2007-03-23
8630,0.99,6,2005-07-29,2005-08-03,1,0.99,0.00,2007-04-29
12220,4.99,6,2005-08-18,2005-08-22,1,4.99,0.00,2007-03-18
10200,4.99,5,2005-08-01,2005-08-05,1,4.99,0.00,2007-04-30
3986,4.99,7,2005-07-06,2005-07-09,1,4.99,0.00,2007-04-06
3068,0.99,5,2005-06-20,2005-06-22,1,0.99,0.00,2007-02-20
13712,2.99,7,2005-08-20,2005-08-21,1,2.99,0.00,2007-03-20
5754,2.99,4,2005-07-10,2005-07-12,1,2.99,0.00,2007-04-10
5014,4.99,3,2005-07-09,2005-07-10,1,4.99,0.00,2007-04-09
6219,4.99,6,2005-07-11,2005-07-13,1,4.99,0.00,2007-04-11
5763,4.99,7,2005-07-10,2005-07-14,1,4.99,0.00,2007-04-10
1319,2.99,3,2005-06-15,2005-06-18,1,2.99,0.00,2007-02-15
12744,2.99,6,2005-08-18,2005-08-24,1,2.99,0.00,2007-03-18
1603,0.99,3,2005-06-16,2005-06-17,1,0.99,0.00,2007-02-16
12465,0.99,7,2005-08-18,2005-08-21,1,0.99,0.00,2007-03-18
8579,2.99,6,2005-07-29,2005-07-30,1,2.99,0.00,2007-04-29
1967,4.99,4,2005-06-17,2005-06-21,1,4.99,0.00,2007-02-17
12692,0.99,7,2005-08-18,2005-08-21,1,0.99,0.00,2007-03-18
15238,0.99,7,2005-08-22,2005-08-29,1,0.99,0.00,2007-03-22
8711,2.99,5,2005-07-29,2005-07-31,1,2.99,0.00,2007-04-29
10214,0.99,6,2005-08-01,2005-08-01,1,0.99,0.00,2007-04-30
6015,2.99,5,2005-07-11,2005-07-13,1,2.99,0.00,2007-04-11
3046,4.99,7,2005-06-20,2005-06-26,1,4.99,0.00,2007-02-20
9079,2.99,4,2005-07-30,2005-07-31,1,2.99,0.00,2007-04-30
5581,2.99,7,2005-07-10,2005-07-15,1,2.99,0.00,2007-04-10
5208,2.99,7,2005-07-09,2005-07-10,1,2.99,0.00,2007-04-09
14162,2.99,7,2005-08-21,2005-08-27,1,2.99,0.00,2007-03-21
9685,4.99,4,2005-07-31,2005-08-04,1,4.99,0.00,2007-04-30
4351,4.99,7,2005-07-07,2005-07-14,1,4.99,0.00,2007-04-07
1549,2.99,4,2005-06-16,2005-06-18,1,2.99,0.00,2007-02-16
3463,0.99,3,2005-06-21,2005-06-22,1,0.99,0.00,2007-02-21
15024,2.99,5,2005-08-22,2005-08-24,1,2.99,0.00,2007-03-22
15850,4.99,5,2005-08-23,2005-08-27,1,4.99,0.00,2007-03-23
13574,2.99,7,2005-08-20,2005-08-21,1,2.99,0.00,2007-03-20
3717,0.99,3,2005-07-06,2005-07-07,1,0.99,0.00,2007-04-06
14660,0.99,3,2005-08-21,2005-08-22,1,0.99,0.00,2007-03-21
10749,4.99,7,2005-08-01,2005-08-03,1,4.99,0.00,2007-03-01
6581,4.99,3,2005-07-12,2005-07-14,1,4.99,0.00,2007-04-12
3378,4.99,6,2005-06-21,2005-06-25,1,4.99,0.00,2007-02-21
13887,4.99,6,2005-08-20,2005-08-24,1,4.99,0.00,2007-03-20
12347,0.99,5,2005-08-18,2005-08-19,1,0.99,0.00,2007-03-18
15169,4.99,7,2005-08-22,2005-08-28,1,4.99,0.00,2007-03-22
7942,0.99,7,2005-07-28,2005-07-31,1,0.99,0.00,2007-04-28
8270,4.99,4,2005-07-29,2005-07-29,1,4.99,0.00,2007-04-28
14174,0.99,5,2005-08-21,2005-08-22,1,0.99,0.00,2007-03-21
9661,4.99,6,2005-07-31,2005-08-04,1,4.99,0.00,2007-04-30
2951,2.99,7,2005-06-20,2005-06-24,1,2.99,0.00,2007-02-20
14776,4.99,3,2005-08-21,2005-08-24,1,4.99,0.00,2007-03-21
2601,4.99,7,2005-06-19,2005-06-20,1,4.99,0.00,2007-02-19
1540,0.99,7,2005-06-16,2005-06-20,1,0.99,0.00,2007-02-15
2540,4.99,3,2005-06-19,2005-06-20,1,4.99,0.00,2007-02-19
14509,0.99,7,2005-08-21,2005-08-26,1,0.99,0.00,2007-03-21
7292,4.99,6,2005-07-27,2005-08-01,1,4.99,0.00,2007-04-27
8118,2.99,5,2005-07-28,2005-08-01,1,2.99,0.00,2007-04-28
13816,4.99,5,2005-08-20,2005-08-25,1,4.99,0.00,2007-03-20
5352,2.99,7,2005-07-09,2005-07-15,1,2.99,0.00,2007-04-09
8841,4.99,5,2005-07-29,2005-08-01,1,4.99,0.00,2007-04-29
14998,4.99,4,2005-08-22,2005-08-24,1,4.99,0.00,2007-03-22
15817,0.99,7,2005-08-23,2005-08-25,1,0.99,0.00,2007-03-23
7566,2.99,6,2005-07-27,2005-08-01,1,2.99,0.00,2007-04-27
15119,2.99,7,2005-08-22,2005-08-23,1,2.99,0.00,2007-03-22
4587,4.99,6,2005-07-08,2005-07-13,1,4.99,0.00,2007-04-08
2906,0.99,4,2005-06-20,2005-06-23,1,0.99,0.00,2007-02-20
14826,2.99,3,2005-08-22,2005-08-23,1,2.99,0.00,2007-03-22
8766,0.99,6,2005-07-29,2005-08-02,1,0.99,0.00,2007-04-29
9536,2.99,7,2005-07-31,2005-08-02,1,2.99,0.00,2007-04-30
8453,2.99,7,2005-07-29,2005-07-30,1,2.99,0.00,2007-04-29
6024,2.99,3,2005-07-11,2005-07-12,1,2.99,0.00,2007-04-11
6756,4.99,3,2005-07-12,2005-07-13,1,4.99,0.00,2007-04-12
13818,4.99,5,2005-08-20,2005-08-21,1,4.99,0.00,2007-03-20
8854,0.99,4,2005-07-29,2005-08-01,1,0.99,0.00,2007-04-29
11163,0.99,5,2005-08-02,2005-08-05,1,0.99,0.00,2007-03-02
13259,2.99,6,2005-08-19,2005-08-23,1,2.99,0.00,2007-03-19
15316,2.99,5,2005-08-22,2005-08-27,1,2.99,0.00,2007-03-22
5961,2.99,6,2005-07-10,2005-07-15,1,2.99,0.00,2007-04-10
8729,4.99,4,2005-07-29,2005-07-31,1,4.99,0.00,2007-04-29
13303,4.99,6,2005-08-19,2005-08-23,1,4.99,0.00,2007-03-19
10795,4.99,6,2005-08-01,2005-08-03,1,4.99,0.00,2007-03-01
14264,0.99,6,2005-08-21,2005-08-25,1,0.99,0.00,2007-03-21
7453,0.99,3,2005-07-27,2005-07-29,1,0.99,0.00,2007-04-27
7313,2.99,7,2005-07-27,2005-08-02,1,2.99,0.00,2007-04-27
12878,4.99,6,2005-08-19,2005-08-23,1,4.99,0.00,2007-03-19
6285,2.99,4,2005-07-11,2005-07-13,1,2.99,0.00,2007-04-11
7479,2.99,6,2005-07-27,2005-07-30,1,2.99,0.00,2007-04-27
9506,4.99,3,2005-07-31,2005-08-02,1,4.99,0.00,2007-04-30
4897,0.99,4,2005-07-08,2005-07-09,1,0.99,0.00,2007-04-08
15986,2.99,7,2005-08-23,2005-08-29,1,2.99,0.00,2007-03-23
10748,4.99,4,2005-08-01,2005-08-05,1,4.99,0.00,2007-03-01
4995,2.99,5,2005-07-09,2005-07-13,1,2.99,0.00,2007-04-08
10962,4.99,7,2005-08-02,2005-08-07,1,4.99,0.00,2007-03-02
11714,2.99,5,2005-08-17,2005-08-18,1,2.99,0.00,2007-03-17
11178,2.99,6,2005-08-02,2005-08-06,1,2.99,0.00,2007-03-02
2292,2.99,3,2005-06-18,2005-06-20,1,2.99,0.00,2007-02-18
10116,2.99,4,2005-07-31,2005-08-03,1,2.99,0.00,2007-04-30
3686,2.99,5,2005-07-06,2005-07-09,1,2.99,0.00,2007-04-06
5790,4.99,4,2005-07-10,2005-07-14,1,4.99,0.00,2007-04-10
1467,2.99,7,2005-06-15,2005-06-22,1,2.99,0.00,2007-02-15
14476,0.99,3,2005-08-21,2005-08-23,1,0.99,0.00,2007-03-21
15305,2.99,6,2005-08-22,2005-08-27,1,2.99,0.00,2007-03-22
8474,0.99,5,2005-07-29,2005-08-01,1,0.99,0.00,2007-04-29
2792,2.99,7,2005-06-19,2005-06-23,1,2.99,0.00,2007-02-19
6612,2.99,5,2005-07-12,2005-07-17,1,2.99,0.00,2007-04-12
7692,2.99,4,2005-07-28,2005-07-30,1,2.99,0.00,2007-04-28
5994,4.99,4,2005-07-11,2005-07-12,1,4.99,0.00,2007-04-10
2455,0.99,6,2005-06-18,2005-06-21,1,0.99,0.00,2007-02-18
4396,0.99,4,2005-07-07,2005-07-10,1,0.99,0.00,2007-04-07
16035,0.99,6,2005-08-23,2005-08-28,1,0.99,0.00,2007-03-23
3753,2.99,3,2005-07-06,2005-07-07,1,2.99,0.00,2007-04-06
9571,2.99,3,2005-07-31,2005-08-02,1,2.99,0.00,2007-04-30
12469,0.99,7,2005-08-18,2005-08-24,1,0.99,0.00,2007-03-18
5991,4.99,3,2005-07-11,2005-07-12,1,4.99,0.00,2007-04-10
13770,4.99,4,2005-08-20,2005-08-22,1,4.99,0.00,2007-03-20
14843,2.99,7,2005-08-22,2005-08-28,1,2.99,0.00,2007-03-22
2534,2.99,5,2005-06-19,2005-06-23,1,2.99,0.00,2007-02-19
4245,4.99,4,2005-07-07,2005-07-10,1,4.99,0.00,2007-04-07
2695,2.99,6,2005-06-19,2005-06-24,1,2.99,0.00,2007-02-19
15144,2.99,4,2005-08-22,2005-08-26,1,2.99,0.00,2007-03-22
5898,2.99,6,2005-07-10,2005-07-16,1,2.99,0.00,2007-04-10
9110,2.99,5,2005-07-30,2005-08-03,1,2.99,0.00,2007-04-30
9761,4.99,5,2005-07-31,2005-08-03,1,4.99,0.00,2007-04-30
13979,2.99,5,2005-08-20,2005-08-24,1,2.99,0.00,2007-03-20
2986,0.99,6,2005-06-20,2005-06-26,1,0.99,0.00,2007-02-20
8663,4.99,5,2005-07-29,2005-07-30,1,4.99,0.00,2007-04-29
6151,2.99,7,2005-07-11,2005-07-12,1,2.99,0.00,2007-04-11
10462,2.99,7,2005-08-01,2005-08-02,1,2.99,0.00,2007-03-01
2816,2.99,7,2005-06-19,2005-06-20,1,2.99,0.00,2007-02-19
2007,0.99,7,2005-06-17,2005-06-21,1,0.99,0.00,2007-02-17
14242,0.99,7,2005-08-21,2005-08-27,1,0.99,0.00,2007-03-21
13652,2.99,7,2005-08-20,2005-08-23,1,2.99,0.00,2007-03-20
12885,0.99,6,2005-08-19,2005-08-20,1,0.99,0.00,2007-03-19
3331,4.99,5,2005-06-21,2005-06-26,1,4.99,0.00,2007-02-21
11055,4.99,4,2005-08-02,2005-08-06,1,4.99,0.00,2007-03-02
6652,2.99,5,2005-07-12,2005-07-13,1,2.99,0.00,2007-04-12
11311,4.99,5,2005-08-02,2005-08-03,1,4.99,0.00,2007-03-02
11216,4.99,5,2005-08-02,2005-08-03,1,4.99,0.00,2007-03-02
3956,2.99,7,2005-07-06,2005-07-12,1,2.99,0.00,2007-04-06
8554,2.99,6,2005-07-29,2005-07-31,1,2.99,0.00,2007-04-29
5572,0.99,7,2005-07-10,2005-07-14,1,0.99,0.00,2007-04-10
14002,0.99,6,2005-08-20,2005-08-23,1,0.99,0.00,2007-03-20
15960,2.99,7,2005-08-23,2005-08-26,1,2.99,0.00,2007-03-23
3000,0.99,6,2005-06-20,2005-06-22,1,0.99,0.00,2007-02-20
5964,0.99,5,2005-07-10,2005-07-12,1,0.99,0.00,2007-04-10
9588,0.99,4,2005-07-31,2005-08-02,1,0.99,0.00,2007-04-30
4024,0.99,6,2005-07-07,2005-07-11,1,0.99,0.00,2007-04-07
4998,4.99,5,2005-07-09,2005-07-10,1,4.99,0.00,2007-04-08
5863,0.99,6,2005-07-10,2005-07-15,1,0.99,0.00,2007-04-10
9633,2.99,6,2005-07-31,2005-08-06,1,2.99,0.00,2007-04-30
6236,2.99,6,2005-07-11,2005-07-14,1,2.99,0.00,2007-04-11
6269,4.99,4,2005-07-11,2005-07-13,1,4.99,0.00,2007-04-11
4301,2.99,5,2005-07-07,2005-07-11,1,2.99,0.00,2007-04-07
2117,0.99,6,2005-06-17,2005-06-23,1,0.99,0.00,2007-02-17
3672,0.99,6,2005-07-06,2005-07-11,1,0.99,0.00,2007-04-06
3056,2.99,7,2005-06-20,2005-06-26,1,2.99,0.00,2007-02-20
3409,2.99,5,2005-06-21,2005-06-22,1,2.99,0.00,2007-02-21
2698,0.99,3,2005-06-19,2005-06-20,1,0.99,0.00,2007-02-19
3117,2.99,7,2005-06-20,2005-06-26,1,2.99,0.00,2007-02-20
15665,2.99,5,2005-08-23,2005-08-24,1,2.99,0.00,2007-03-23
3847,4.99,5,2005-07-06,2005-07-07,1,4.99,0.00,2007-04-06
6136,4.99,5,2005-07-11,2005-07-14,1,4.99,0.00,2007-04-11
4350,2.99,4,2005-07-07,2005-07-09,1,2.99,0.00,2007-04-07
14478,4.99,5,2005-08-21,2005-08-25,1,4.99,0.00,2007-03-21
14185,0.99,5,2005-08-21,2005-08-26,1,0.99,0.00,2007-03-21
8691,0.99,5,2005-07-29,2005-08-02,1,0.99,0.00,2007-04-29
4636,4.99,6,2005-07-08,2005-07-10,1,4.99,0.00,2007-04-08
12978,4.99,3,2005-08-19,2005-08-20,1,4.99,0.00,2007-03-19
9244,0.99,7,2005-07-30,2005-08-03,1,0.99,0.00,2007-04-30
11048,4.99,5,2005-08-02,2005-08-04,1,4.99,0.00,2007-03-02
4420,4.99,6,2005-07-07,2005-07-12,1,4.99,0.00,2007-04-07
2699,2.99,5,2005-06-19,2005-06-24,1,2.99,0.00,2007-02-19
5386,2.99,6,2005-07-09,2005-07-13,1,2.99,0.00,2007-04-09
1869,0.99,6,2005-06-17,2005-06-19,1,0.99,0.00,2007-02-17
4222,4.99,5,2005-07-07,2005-07-11,1,4.99,0.00,2007-04-07
2050,2.99,6,2005-06-17,2005-06-18,1,2.99,0.00,2007-02-17
10980,4.99,5,2005-08-02,2005-08-04,1,4.99,0.00,2007-03-02
3079,2.99,5,2005-06-20,2005-06-21,1,2.99,0.00,2007-02-20
6463,2.99,7,2005-07-12,2005-07-13,1,2.99,0.00,2007-04-11
10383,0.99,4,2005-08-01,2005-08-03,1,0.99,0.00,2007-03-01
9314,2.99,6,2005-07-30,2005-07-31,1,2.99,0.00,2007-04-30
11186,0.99,4,2005-08-02,2005-08-03,1,0.99,0.00,2007-03-02
4658,0.99,6,2005-07-08,2005-07-10,1,0.99,0.00,2007-04-08
14964,4.99,5,2005-08-22,2005-08-26,1,4.99,0.00,2007-03-22
3596,0.99,7,2005-07-06,2005-07-07,1,0.99,0.00,2007-04-06
16017,0.99,6,2005-08-23,2005-08-24,1,0.99,0.00,2007-03-23
14347,4.99,7,2005-08-21,2005-08-25,1,4.99,0.00,2007-03-21
6584,2.99,6,2005-07-12,2005-07-16,1,2.99,0.00,2007-04-12
9452,0.99,7,2005-07-30,2005-08-04,1,0.99,0.00,2007-04-30
6404,4.99,6,2005-07-11,2005-07-14,1,4.99,0.00,2007-04-11
11620,0.99,5,2005-08-17,2005-08-17,1,0.99,0.00,2007-03-17
11323,2.99,7,2005-08-02,2005-08-06,1,2.99,0.00,2007-03-02
15799,2.99,6,2005-08-23,2005-08-24,1,2.99,0.00,2007-03-23
13693,0.99,6,2005-08-20,2005-08-24,1,0.99,0.00,2007-03-20
13275,0.99,6,2005-08-19,2005-08-23,1,0.99,0.00,2007-03-19
14691,0.99,3,2005-08-21,2005-08-24,1,0.99,0.00,2007-03-21
2606,4.99,4,2005-06-19,2005-06-21,1,4.99,0.00,2007-02-19
7241,0.99,3,2005-07-27,2005-07-28,1,0.99,0.00,2007-04-27
10860,2.99,5,2005-08-02,2005-08-04,1,2.99,0.00,2007-03-01
12253,0.99,7,2005-08-18,2005-08-19,1,0.99,0.00,2007-03-18
5751,4.99,6,2005-07-10,2005-07-11,1,4.99,0.00,2007-04-10
11849,4.99,5,2005-08-17,2005-08-22,1,4.99,0.00,2007-03-17
8023,0.99,3,2005-07-28,2005-07-31,1,0.99,0.00,2007-04-28
10398,4.99,3,2005-08-01,2005-08-04,1,4.99,0.00,2007-03-01
5363,2.99,7,2005-07-09,2005-07-14,1,2.99,0.00,2007-04-09
10605,0.99,7,2005-08-01,2005-08-06,1,0.99,0.00,2007-03-01
12890,0.99,5,2005-08-19,2005-08-19,1,0.99,0.00,2007-03-19
13285,2.99,4,2005-08-19,2005-08-20,1,2.99,0.00,2007-03-19
15712,2.99,7,2005-08-23,2005-08-29,1,2.99,0.00,2007-03-23
13355,4.99,5,2005-08-19,2005-08-23,1,4.99,0.00,2007-03-19
14414,0.99,3,2005-08-21,2005-08-23,1,0.99,0.00,2007-03-21
2756,4.99,7,2005-06-19,2005-06-26,1,4.99,0.00,2007-02-19
12798,4.99,7,2005-08-19,2005-08-21,1,4.99,0.00,2007-03-18
9332,4.99,6,2005-07-30,2005-08-02,1,4.99,0.00,2007-04-30
14876,4.99,7,2005-08-22,2005-08-23,1,4.99,0.00,2007-03-22
15331,4.99,5,2005-08-22,2005-08-25,1,4.99,0.00,2007-03-22
11626,0.99,7,2005-08-17,2005-08-23,1,0.99,0.00,2007-03-17
4480,4.99,3,2005-07-08,2005-07-10,1,4.99,0.00,2007-04-07
10336,4.99,3,2005-08-01,2005-08-03,1,4.99,0.00,2007-03-01
8144,4.99,5,2005-07-28,2005-07-31,1,4.99,0.00,2007-04-28
7323,4.99,5,2005-07-27,2005-07-29,1,4.99,0.00,2007-04-27
4915,2.99,7,2005-07-08,2005-07-13,1,2.99,0.00,2007-04-08
6040,0.99,6,2005-07-11,2005-07-14,1,0.99,0.00,2007-04-11
11282,4.99,5,2005-08-02,2005-08-03,1,4.99,0.00,2007-03-02
11532,0.99,6,2005-08-17,2005-08-22,1,0.99,0.00,2007-03-16
1979,2.99,5,2005-06-17,2005-06-20,1,2.99,0.00,2007-02-17
10642,4.99,6,2005-08-01,2005-08-02,1,4.99,0.00,2007-03-01
8077,2.99,6,2005-07-28,2005-07-29,1,2.99,0.00,2007-04-28
5992,2.99,3,2005-07-11,2005-07-13,1,2.99,0.00,2007-04-10
12002,2.99,3,2005-08-17,2005-08-20,1,2.99,0.00,2007-03-17
2023,4.99,7,2005-06-17,2005-06-23,1,4.99,0.00,2007-02-17
5919,2.99,4,2005-07-10,2005-07-12,1,2.99,0.00,2007-04-10
4531,4.99,5,2005-07-08,2005-07-10,1,4.99,0.00,2007-04-08
10407,0.99,7,2005-08-01,2005-08-02,1,0.99,0.00,2007-03-01
14385,0.99,6,2005-08-21,2005-08-25,1,0.99,0.00,2007-03-21
3678,4.99,7,2005-07-06,2005-07-10,1,4.99,0.00,2007-04-06
13621,0.99,6,2005-08-20,2005-08-23,1,0.99,0.00,2007-03-20
8252,2.99,5,2005-07-29,2005-07-31,1,2.99,0.00,2007-04-28
15354,4.99,7,2005-08-22,2005-08-27,1,4.99,0.00,2007-03-22
15537,2.99,4,2005-08-23,2005-08-24,1,2.99,0.00,2007-03-23
13709,0.99,3,2005-08-20,2005-08-23,1,0.99,0.00,2007-03-20
5624,4.99,4,2005-07-10,2005-07-12,1,4.99,0.00,2007-04-10
4068,4.99,6,2005-07-07,2005-07-11,1,4.99,0.00,2007-04-07
1712,4.99,5,2005-06-16,2005-06-17,1,4.99,0.00,2007-02-16
15205,0.99,5,2005-08-22,2005-08-27,1,0.99,0.00,2007-03-22
4717,4.99,3,2005-07-08,2005-07-11,1,4.99,0.00,2007-04-08
3481,2.99,6,2005-07-05,2005-07-07,1,2.99,0.00,2007-04-05
2344,2.99,3,2005-06-18,2005-06-19,1,2.99,0.00,2007-02-18
11843,2.99,6,2005-08-17,2005-08-22,1,2.99,0.00,2007-03-17
4229,4.99,7,2005-07-07,2005-07-13,1,4.99,0.00,2007-04-07
13378,0.99,7,2005-08-19,2005-08-20,1,0.99,0.00,2007-03-19
6897,2.99,3,2005-07-12,2005-07-15,1,2.99,0.00,2007-04-12
7717,4.99,5,2005-07-28,2005-07-30,1,4.99,0.00,2007-04-28
8802,2.99,5,2005-07-29,2005-07-30,1,2.99,0.00,2007-04-29
7179,2.99,6,2005-07-27,2005-07-28,1,2.99,0.00,2007-04-27
8365,0.99,6,2005-07-29,2005-07-30,1,0.99,0.00,2007-04-29
7585,4.99,7,2005-07-27,2005-07-30,1,4.99,0.00,2007-04-27
4334,0.99,7,2005-07-07,2005-07-08,1,0.99,0.00,2007-04-07
11385,4.99,5,2005-08-02,2005-08-06,1,4.99,0.00,2007-03-02
8002,2.99,5,2005-07-28,2005-07-31,1,2.99,0.00,2007-04-28
12420,4.99,7,2005-08-18,2005-08-22,1,4.99,0.00,2007-03-18
5403,0.99,4,2005-07-09,2005-07-12,1,0.99,0.00,2007-04-09
5282,2.99,6,2005-07-09,2005-07-13,1,2.99,0.00,2007-04-09
6627,2.99,7,2005-07-12,2005-07-17,1,2.99,0.00,2007-04-12
2266,4.99,5,2005-06-18,2005-06-20,1,4.99,0.00,2007-02-18
6393,0.99,5,2005-07-11,2005-07-14,1,0.99,0.00,2007-04-11
