rental_id,rental_rate,rental_duration,rental_date,return_date,due_date,days_late,payment_count,total_payment_amount,amount_due,amount_difference,first_payment_date
10643,4.99,4,2005-08-01,2005-08-06,2005-08-05,1,1,5.99,5.99,0.00,2007-03-01
7425,2.99,4,2005-07-27,2005-08-02,2005-07-31,2,1,4.99,4.99,0.00,2007-04-27
4210,0.99,7,2005-07-07,2005-07-16,2005-07-14,2,1,2.99,2.99,0.00,2007-04-07
13632,0.99,3,2005-08-20,2005-08-29,2005-08-23,6,1,6.99,6.99,0.00,2007-03-20
15599,4.99,5,2005-08-23,2005-08-29,2005-08-28,1,1,5.99,5.99,0.00,2007-03-23
1439,2.99,5,2005-06-15,2005-06-22,2005-06-20,2,1,4.99,4.99,0.00,2007-02-15
8769,2.99,7,2005-07-29,2005-08-05,2005-08-05,0,1,2.99,2.99,0.00,2007-04-29
9299,2.99,6,2005-07-30,2005-08-08,2005-08-05,3,1,5.99,5.99,0.00,2007-04-30
10885,4.99,4,2005-08-02,2005-08-09,2005-08-06,3,1,7.99,7.99,0.00,2007-03-01
15272,0.99,3,2005-08-22,2005-08-28,2005-08-25,3,1,3.99,3.99,0.00,2007-03-22
2747,2.99,5,2005-06-19,2005-06-24,2005-06-24,0,1,2.99,2.99,0.00,2007-02-19
4502,2.99,3,2005-07-08,2005-07-15,2005-07-11,4,1,6.99,6.99,0.00,2007-04-08
1575,0.99,3,2005-06-16,2005-06-22,2005-06-19,3,1,3.99,3.99,0.00,2007-02-16
13989,2.99,5,2005-08-20,2005-08-28,2005-08-25,3,1,5.99,5.99,0.00,2007-03-20
9212,0.99,5,2005-07-30,2005-08-06,2005-08-04,2,1,2.99,2.99,0.00,2007-04-30
9115,2.99,3,2005-07-30,2005-08-04,2005-08-02,2,1,4.99,4.99,0.00,2007-04-30
15773,0.99,7,2005-08-23,2005-08-31,2005-08-30,1,1,1.99,1.99,0.00,2007-03-23
11692,4.99,5,2005-08-17,2005-08-24,2005-08-22,2,1,6.99,6.99,0.00,2007-03-17
3833,2.99,7,2005-07-06,2005-07-14,2005-07-13,1,1,3.99,3.99,0.00,2007-04-06
5167,0.99,4,2005-07-09,2005-07-14,2005-07-13,1,1,1.99,1.99,0.00,2007-04-09
4217,2.99,3,2005-07-07,2005-07-11,2005-07-10,1,1,3.99,3.99,0.00,2007-04-07
3878,2.99,3,2005-07-06,2005-07-15,2005-07-09,6,1,8.99,8.99,0.00,2007-04-06
12013,2.99,4,2005-08-17,2005-08-23,2005-08-21,2,1,4.99,4.99,0.00,2007-03-17
6772,0.99,4,2005-07-12,2005-07-18,2005-07-16,2,1,2.99,2.99,0.00,2007-04-12
8216,2.99,4,2005-07-28,2005-08-06,2005-08-01,5,1,7.99,7.99,0.00,2007-04-28
2245,4.99,3,2005-06-18,2005-06-24,2005-06-21,3,1,7.99,7.99,0.00,2007-02-18
3216,2.99,6,2005-06-21,2005-06-29,2005-06-27,2,1,4.99,4.99,0.00,2007-02-20
9168,2.99,6,2005-07-30,2005-08-08,2005-08-05,3,1,5.99,5.99,0.00,2007-04-30
11325,4.99,4,2005-08-02,2005-08-08,2005-08-06,2,1,6.99,6.99,0.00,2007-03-02
4126,0.99,7,2005-07-07,2005-07-15,2005-07-14,1,1,1.99,1.99,0.00,2007-04-07
7360,0.99,4,2005-07-27,2005-08-02,2005-07-31,2,1,2.99,2.99,0.00,2007-04-27
1346,2.99,4,2005-06-15,2005-06-24,2005-06-19,5,1,7.99,7.99,0.00,2007-02-15
4987,4.99,4,2005-07-09,2005-07-14,2005-07-13,1,1,5.99,5.99,0.00,2007-04-08
10979,4.99,3,2005-08-02,2005-08-06,2005-08-05,1,1,5.99,5.99,0.00,2007-03-02
11098,0.99,6,2005-08-02,2005-08-11,2005-08-08,3,1,3.99,3.99,0.00,2007-03-02
3257,0.99,6,2005-06-21,2005-06-28,2005-06-27,1,1,1.99,1.99,0.00,2007-02-21
5510,2.99,7,2005-07-10,2005-07-17,2005-07-17,0,1,2.99,2.99,0.00,2007-04-09
10733,4.99,5,2005-08-01,2005-08-09,2005-08-06,3,1,7.99,7.99,0.00,2007-03-01
14603,0.99,6,2005-08-21,2005-08-28,2005-08-27,1,1,1.99,1.99,0.00,2007-03-21
13282,0.99,3,2005-08-19,2005-08-24,2005-08-22,2,1,2.99,2.99,0.00,2007-03-19
1377,0.99,5,2005-06-15,2005-06-22,2005-06-20,2,1,2.99,2.99,0.00,2007-02-15
14827,0.99,4,2005-08-22,2005-08-31,2005-08-26,5,1,5.99,5.99,0.00,2007-03-22
2651,2.99,7,2005-06-19,2005-06-27,2005-06-26,1,1,3.99,3.99,0.00,2007-02-19
2330,4.99,4,2005-06-18,2005-06-25,2005-06-22,3,1,7.99,7.99,0.00,2007-02-18
3038,0.99,4,2005-06-20,2005-06-25,2005-06-24,1,1,1.99,1.99,0.00,2007-02-20
12810,0.99,3,2005-08-19,2005-08-22,2005-08-22,0,1,0.99,0.99,0.00,2007-03-18
3043,2.99,5,2005-06-20,2005-06-29,2005-06-25,4,1,6.99,6.99,0.00,2007-02-20
6106,0.99,7,2005-07-11,2005-07-20,2005-07-18,2,1,2.99,2.99,0.00,2007-04-11
3806,4.99,5,2005-07-06,2005-07-14,2005-07-11,3,1,7.99,7.99,0.00,2007-04-06
15605,2.99,3,2005-08-23,2005-08-28,2005-08-26,2,1,4.99,4.99,0.00,2007-03-23
6353,0.99,7,2005-07-11,2005-07-21,2005-07-18,3,1,3.99,3.99,0.00,2007-04-11
5161,0.99,3,2005-07-09,2005-07-18,2005-07-12,6,1,6.99,6.99,0.00,2007-04-09
3508,2.99,3,2005-07-06,2005-07-10,2005-07-09,1,1,3.99,3.99,0.00,2007-04-05
14390,0.99,5,2005-08-21,2005-08-28,2005-08-26,2,1,2.99,2.99,0.00,2007-03-21
9903,4.99,6,2005-07-31,2005-08-08,2005-08-06,2,1,6.99,6.99,0.00,2007-04-30
14833,2.99,6,2005-08-22,2005-08-28,2005-08-28,0,1,2.99,2.99,0.00,2007-03-22
13855,2.99,6,2005-08-20,2005-08-28,2005-08-26,2,1,4.99,4.99,0.00,2007-03-20
3103,4.99,3,2005-06-20,2005-06-25,2005-06-23,2,1,6.99,6.99,0.00,2007-02-20
1868,2.99,7,2005-06-17,2005-06-25,2005-06-24,1,1,3.99,3.99,0.00,2007-02-17
14938,0.99,3,2005-08-22,2005-08-31,2005-08-25,6,1,6.99,6.99,0.00,2007-03-22
9857,0.99,3,2005-07-31,2005-08-09,2005-08-03,6,1,6.99,6.99,0.00,2007-04-30
8970,2.99,7,2005-07-30,2005-08-07,2005-08-06,1,1,3.99,3.99,0.00,2007-04-30
15166,4.99,6,2005-08-22,2005-08-30,2005-08-28,2,1,6.99,6.99,0.00,2007-03-22
15996,0.99,4,2005-08-23,2005-08-29,2005-08-27,2,1,2.99,2.99,0.00,2007-03-23
10456,0.99,5,2005-08-01,2005-08-06,2005-08-06,0,1,0.99,0.99,0.00,2007-03-01
5303,2.99,6,2005-07-09,2005-07-15,2005-07-15,0,1,2.99,2.99,0.00,2007-04-09
15223,0.99,4,2005-08-22,2005-08-27,2005-08-26,1,1,1.99,1.99,0.00,2007-03-22
10211,0.99,6,2005-08-01,2005-08-10,2005-08-07,3,1,3.99,3.99,0.00,2007-04-30
8915,2.99,4,2005-07-30,2005-08-04,2005-08-03,1,1,3.99,3.99,0.00,2007-04-30
10362,2.99,5,2005-08-01,2005-08-10,2005-08-06,4,1,6.99,6.99,0.00,2007-03-01
10145,0.99,5,2005-07-31,2005-08-06,2005-08-05,1,1,1.99,1.99,0.00,2007-04-30
2518,4.99,6,2005-06-19,2005-06-25,2005-06-25,0,1,4.99,4.99,0.00,2007-02-18
10973,4.99,3,2005-08-02,2005-08-08,2005-08-05,3,1,7.99,7.99,0.00,2007-03-02
8678,0.99,4,2005-07-29,2005-08-05,2005-08-02,3,1,3.99,3.99,0.00,2007-04-29
10467,4.99,7,2005-08-01,2005-08-09,2005-08-08,1,1,5.99,5.99,0.00,2007-03-01
4290,0.99,4,2005-07-07,2005-07-15,2005-07-11,4,1,4.99,4.99,0.00,2007-04-07
14930,0.99,7,2005-08-22,2005-08-30,2005-08-29,1,1,1.99,1.99,0.00,2007-03-22
8090,0.99,3,2005-07-28,2005-08-02,2005-07-31,2,1,2.99,2.99,0.00,2007-04-28
10737,4.99,6,2005-08-01,2005-08-10,2005-08-07,3,1,7.99,7.99,0.00,2007-03-01
15467,0.99,3,2005-08-23,2005-08-29,2005-08-26,3,1,3.99,3.99,0.00,2007-03-22
5675,2.99,5,2005-07-10,2005-07-17,2005-07-15,2,1,4.99,4.99,0.00,2007-04-10
10629,4.99,4,2005-08-01,2005-08-08,2005-08-05,3,1,7.99,7.99,0.00,2007-03-01
2161,4.99,6,2005-06-17,2005-06-26,2005-06-23,3,1,7.99,7.99,0.00,2007-02-17
5785,2.99,5,2005-07-10,2005-07-17,2005-07-15,2,1,4.99,4.99,0.00,2007-04-10
5615,2.99,6,2005-07-10,2005-07-17,2005-07-16,1,1,3.99,3.99,0.00,2007-04-10
3389,4.99,5,2005-06-21,2005-06-28,2005-06-26,2,1,6.99,6.99,0.00,2007-02-21
13931,0.99,6,2005-08-20,2005-08-27,2005-08-26,1,1,1.99,1.99,0.00,2007-03-20
13454,0.99,5,2005-08-20,2005-08-27,2005-08-25,2,1,2.99,2.99,0.00,2007-03-19
6345,4.99,6,2005-07-11,2005-07-20,2005-07-17,3,1,7.99,7.99,0.00,2007-04-11
13661,0.99,4,2005-08-20,2005-08-29,2005-08-24,5,1,5.99,5.99,0.00,2007-03-20
7836,4.99,5,2005-07-28,2005-08-05,2005-08-02,3,1,7.99,7.99,0.00,2007-04-28
2461,2.99,6,2005-06-18,2005-06-28,2005-06-24,4,1,6.99,6.99,0.00,2007-02-18
11400,4.99,6,2005-08-02,2005-08-09,2005-08-08,1,1,5.99,5.99,0.00,2007-03-02
3939,4.99,3,2005-07-06,2005-07-11,2005-07-09,2,1,6.99,6.99,0.00,2007-04-06
15759,0.99,3,2005-08-23,2005-09-01,2005-08-26,6,1,6.99,6.99,0.00,2007-03-23
5426,2.99,6,2005-07-09,2005-07-17,2005-07-15,2,1,4.99,4.99,0.00,2007-04-09
14355,4.99,6,2005-08-21,2005-08-27,2005-08-27,0,1,4.99,4.99,0.00,2007-03-21
7753,4.99,7,2005-07-28,2005-08-06,2005-08-04,2,1,6.99,6.99,0.00,2007-04-28
1988,4.99,4,2005-06-17,2005-06-25,2005-06-21,4,1,8.99,8.99,0.00,2007-02-17
10309,2.99,4,2005-08-01,2005-08-09,2005-08-05,4,1,6.99,6.99,0.00,2007-03-01
15690,4.99,6,2005-08-23,2005-08-29,2005-08-29,0,1,4.99,4.99,0.00,2007-03-23
7876,4.99,3,2005-07-28,2005-08-04,2005-07-31,4,1,8.99,8.99,0.00,2007-04-28
9329,0.99,3,2005-07-30,2005-08-08,2005-08-02,6,1,6.99,6.99,0.00,2007-04-30
16020,4.99,5,2005-08-23,2005-09-01,2005-08-28,4,1,8.99,8.99,0.00,2007-03-23
7085,2.99,6,2005-07-27,2005-08-05,2005-08-02,3,1,5.99,5.99,0.00,2007-04-27
7037,2.99,5,2005-07-27,2005-08-02,2005-08-01,1,1,3.99,3.99,0.00,2007-04-27
12837,0.99,3,2005-08-19,2005-08-22,2005-08-22,0,1,0.99,0.99,0.00,2007-03-19
9486,4.99,7,2005-07-30,2005-08-09,2005-08-06,3,1,7.99,7.99,0.00,2007-04-30
14277,0.99,4,2005-08-21,2005-08-28,2005-08-25,3,1,3.99,3.99,0.00,2007-03-21
13401,0.99,3,2005-08-19,2005-08-25,2005-08-22,3,1,3.99,3.99,0.00,2007-03-19
2973,4.99,3,2005-06-20,2005-06-24,2005-06-23,1,1,5.99,5.99,0.00,2007-02-20
8631,0.99,6,2005-07-29,2005-08-05,2005-08-04,1,1,1.99,1.99,0.00,2007-04-29
4069,0.99,3,2005-07-07,2005-07-10,2005-07-10,0,1,0.99,0.99,0.00,2007-04-07
9171,2.99,5,2005-07-30,2005-08-07,2005-08-04,3,1,5.99,5.99,0.00,2007-04-30
5791,4.99,5,2005-07-10,2005-07-19,2005-07-15,4,1,8.99,8.99,0.00,2007-04-10
15675,4.99,6,2005-08-23,2005-08-30,2005-08-29,1,1,5.99,5.99,0.00,2007-03-23
6448,0.99,4,2005-07-12,2005-07-17,2005-07-16,1,1,1.99,1.99,0.00,2007-04-11
4861,4.99,4,2005-07-08,2005-07-16,2005-07-12,4,1,8.99,8.99,0.00,2007-04-08
14103,0.99,3,2005-08-21,2005-08-25,2005-08-24,1,1,1.99,1.99,0.00,2007-03-20
7375,0.99,3,2005-07-27,2005-08-01,2005-07-30,2,1,2.99,2.99,0.00,2007-04-27
14774,2.99,3,2005-08-21,2005-08-26,2005-08-24,2,1,4.99,4.99,0.00,2007-03-21
3567,2.99,3,2005-07-06,2005-07-12,2005-07-09,3,1,5.99,5.99,0.00,2007-04-06
9205,4.99,7,2005-07-30,2005-08-08,2005-08-06,2,1,6.99,6.99,0.00,2007-04-30
7078,2.99,6,2005-07-27,2005-08-05,2005-08-02,3,1,5.99,5.99,0.00,2007-04-27
9990,4.99,6,2005-07-31,2005-08-09,2005-08-06,3,1,7.99,7.99,0.00,2007-04-30
8768,4.99,3,2005-07-29,2005-08-03,2005-08-01,2,1,6.99,6.99,0.00,2007-04-29
7966,0.99,5,2005-07-28,2005-08-06,2005-08-02,4,1,4.99,4.99,0.00,2007-04-28
13703,4.99,5,2005-08-20,2005-08-27,2005-08-25,2,1,6.99,6.99,0.00,2007-03-20
3036,2.99,6,2005-06-20,2005-06-29,2005-06-26,3,1,5.99,5.99,0.00,2007-02-20
4488,0.99,5,2005-07-08,2005-07-13,2005-07-13,0,1,0.99,0.99,0.00,2007-04-07
5745,2.99,3,2005-07-10,2005-07-19,2005-07-13,6,1,8.99,8.99,0.00,2007-04-10
2739,4.99,3,2005-06-19,2005-06-27,2005-06-22,5,1,9.99,9.99,0.00,2007-02-19
8169,0.99,5,2005-07-28,2005-08-06,2005-08-02,4,1,4.99,4.99,0.00,2007-04-28
9081,2.99,3,2005-07-30,2005-08-03,2005-08-02,1,1,3.99,3.99,0.00,2007-04-30
15982,0.99,4,2005-08-23,2005-09-01,2005-08-27,5,1,5.99,5.99,0.00,2007-03-23
2269,2.99,6,2005-06-18,2005-06-25,2005-06-24,1,1,3.99,3.99,0.00,2007-02-18
14529,4.99,6,2005-08-21,2005-08-29,2005-08-27,2,1,6.99,6.99,0.00,2007-03-21
12911,4.99,5,2005-08-19,2005-08-26,2005-08-24,2,1,6.99,6.99,0.00,2007-03-19
7562,0.99,3,2005-07-27,2005-08-01,2005-07-30,2,1,2.99,2.99,0.00,2007-04-27
4233,4.99,5,2005-07-07,2005-07-13,2005-07-12,1,1,5.99,5.99,0.00,2007-04-07
6659,0.99,4,2005-07-12,2005-07-16,2005-07-16,0,1,0.99,0.99,0.00,2007-04-12
4656,4.99,4,2005-07-08,2005-07-13,2005-07-12,1,1,5.99,5.99,0.00,2007-04-08
10411,0.99,6,2005-08-01,2005-08-10,2005-08-07,3,1,3.99,3.99,0.00,2007-03-01
2966,4.99,3,2005-06-20,2005-06-29,2005-06-23,6,1,10.99,10.99,0.00,2007-02-20
9225,0.99,3,2005-07-30,2005-08-02,2005-08-02,0,1,0.99,0.99,0.00,2007-04-30
5975,2.99,5,2005-07-11,2005-07-16,2005-07-16,0,1,2.99,2.99,0.00,2007-04-10
4505,0.99,5,2005-07-08,2005-07-14,2005-07-13,1,1,1.99,1.99,0.00,2007-04-08
12056,4.99,3,2005-08-17,2005-08-21,2005-08-20,1,1,5.99,5.99,0.00,2007-03-17
8389,2.99,4,2005-07-29,2005-08-06,2005-08-02,4,1,6.99,6.99,0.00,2007-04-29
10174,2.99,3,2005-07-31,2005-08-06,2005-08-03,3,1,5.99,5.99,0.00,2007-04-30
3576,2.99,6,2005-07-06,2005-07-15,2005-07-12,3,1,5.99,5.99,0.00,2007-04-06
2337,2.99,3,2005-06-18,2005-06-26,2005-06-21,5,1,7.99,7.99,0.00,2007-02-18
13155,4.99,3,2005-08-19,2005-08-25,2005-08-22,3,1,7.99,7.99,0.00,2007-03-19
10787,4.99,3,2005-08-01,2005-08-10,2005-08-04,6,1,10.99,10.99,0.00,2007-03-01
8696,2.99,7,2005-07-29,2005-08-07,2005-08-05,2,1,4.99,4.99,0.00,2007-04-29
8829,4.99,3,2005-07-29,2005-08-05,2005-08-01,4,1,8.99,8.99,0.00,2007-04-29
8298,4.99,7,2005-07-29,2005-08-05,2005-08-05,0,1,4.99,4.99,0.00,2007-04-29
14493,4.99,4,2005-08-21,2005-08-28,2005-08-25,3,1,7.99,7.99,0.00,2007-03-21
13255,4.99,5,2005-08-19,2005-08-28,2005-08-24,4,1,8.99,8.99,0.00,2007-03-19
4227,4.99,7,2005-07-07,2005-07-15,2005-07-14,1,1,5.99,5.99,0.00,2007-04-07
2875,4.99,5,2005-06-20,2005-06-25,2005-06-25,0,1,4.99,4.99,0.00,2007-02-19
13221,2.99,6,2005-08-19,2005-08-26,2005-08-25,1,1,3.99,3.99,0.00,2007-03-19
9222,0.99,3,2005-07-30,2005-08-08,2005-08-02,6,1,6.99,6.99,0.00,2007-04-30
6761,0.99,3,2005-07-12,2005-07-18,2005-07-15,3,1,3.99,3.99,0.00,2007-04-12
11013,0.99,3,2005-08-02,2005-08-10,2005-08-05,5,1,5.99,5.99,0.00,2007-03-02
4001,4.99,5,2005-07-07,2005-07-13,2005-07-12,1,1,5.99,5.99,0.00,2007-04-06
2002,0.99,4,2005-06-17,2005-06-24,2005-06-21,3,1,3.99,3.99,0.00,2007-02-17
14817,4.99,5,2005-08-22,2005-08-27,2005-08-27,0,1,4.99,4.99,0.00,2007-03-21
14059,4.99,3,2005-08-20,2005-08-26,2005-08-23,3,1,7.99,7.99,0.00,2007-03-20
8290,2.99,4,2005-07-29,2005-08-03,2005-08-02,1,1,3.99,3.99,0.00,2007-04-29
8708,0.99,4,2005-07-29,2005-08-04,2005-08-02,2,1,2.99,2.99,0.00,2007-04-29
6057,0.99,3,2005-07-11,2005-07-17,2005-07-14,3,1,3.99,3.99,0.00,2007-04-11
1939,4.99,5,2005-06-17,2005-06-25,2005-06-22,3,1,7.99,7.99,0.00,2007-02-17
5645,0.99,7,2005-07-10,2005-07-18,2005-07-17,1,1,1.99,1.99,0.00,2007-04-10
9521,0.99,4,2005-07-31,2005-08-06,2005-08-04,2,1,2.99,2.99,0.00,2007-04-30
15128,2.99,7,2005-08-22,2005-08-30,2005-08-29,1,1,3.99,3.99,0.00,2007-03-22
5264,0.99,3,2005-07-09,2005-07-12,2005-07-12,0,1,0.99,0.99,0.00,2007-04-09
14431,0.99,3,2005-08-21,2005-08-26,2005-08-24,2,1,2.99,2.99,0.00,2007-03-21
3022,0.99,3,2005-06-20,2005-06-26,2005-06-23,3,1,3.99,3.99,0.00,2007-02-20
9137,2.99,3,2005-07-30,2005-08-06,2005-08-02,4,1,6.99,6.99,0.00,2007-04-30
11494,0.99,4,2005-08-02,2005-08-09,2005-08-06,3,1,3.99,3.99,0.00,2007-03-02
11366,2.99,7,2005-08-02,2005-08-11,2005-08-09,2,1,4.99,4.99,0.00,2007-03-02
9098,0.99,6,2005-07-30,2005-08-08,2005-08-05,3,1,3.99,3.99,0.00,2007-04-30
10282,4.99,4,2005-08-01,2005-08-07,2005-08-05,2,1,6.99,6.99,0.00,2007-03-01
4617,2.99,7,2005-07-08,2005-07-17,2005-07-15,2,1,4.99,4.99,0.00,2007-04-08
7227,4.99,7,2005-07-27,2005-08-05,2005-08-03,2,1,6.99,6.99,0.00,2007-04-27
2850,4.99,5,2005-06-19,2005-06-28,2005-06-24,4,1,8.99,8.99,0.00,2007-02-19
6114,0.99,6,2005-07-11,2005-07-18,2005-07-17,1,1,1.99,1.99,0.00,2007-04-11
11719,4.99,5,2005-08-17,2005-08-23,2005-08-22,1,1,5.99,5.99,0.00,2007-03-17
7662,0.99,4,2005-07-28,2005-08-03,2005-08-01,2,1,2.99,2.99,0.00,2007-04-28
15377,0.99,3,2005-08-22,2005-08-29,2005-08-25,4,1,4.99,4.99,0.00,2007-03-22
7984,0.99,5,2005-07-28,2005-08-04,2005-08-02,2,1,2.99,2.99,0.00,2007-04-28
10671,4.99,4,2005-08-01,2005-08-09,2005-08-05,4,1,8.99,8.99,0.00,2007-03-01
5001,0.99,6,2005-07-09,2005-07-16,2005-07-15,1,1,1.99,1.99,0.00,2007-04-08
1811,0.99,5,2005-06-16,2005-06-21,2005-06-21,0,1,0.99,0.99,0.00,2007-02-16
15494,0.99,3,2005-08-23,2005-08-27,2005-08-26,1,1,1.99,1.99,0.00,2007-03-23
2749,2.99,6,2005-06-19,2005-06-25,2005-06-25,0,1,2.99,2.99,0.00,2007-02-19
10364,0.99,6,2005-08-01,2005-08-09,2005-08-07,2,1,2.99,2.99,0.00,2007-03-01
13894,4.99,3,2005-08-20,2005-08-26,2005-08-23,3,1,7.99,7.99,0.00,2007-03-20
6905,2.99,6,2005-07-12,2005-07-18,2005-07-18,0,1,2.99,2.99,0.00,2007-04-12
9612,2.99,4,2005-07-31,2005-08-04,2005-08-04,0,1,2.99,2.99,0.00,2007-04-30
13277,2.99,3,2005-08-19,2005-08-25,2005-08-22,3,1,5.99,5.99,0.00,2007-03-19
8428,2.99,3,2005-07-29,2005-08-06,2005-08-01,5,1,7.99,7.99,0.00,2007-04-29
4095,4.99,7,2005-07-07,2005-07-15,2005-07-14,1,1,5.99,5.99,0.00,2007-04-07
4611,4.99,3,2005-07-08,2005-07-12,2005-07-11,1,1,5.99,5.99,0.00,2007-04-08
2990,4.99,5,2005-06-20,2005-06-29,2005-06-25,4,1,8.99,8.99,0.00,2007-02-20
11196,4.99,3,2005-08-02,2005-08-10,2005-08-05,5,1,9.99,9.99,0.00,2007-03-02
14403,2.99,5,2005-08-21,2005-08-29,2005-08-26,3,1,5.99,5.99,0.00,2007-03-21
15197,0.99,4,2005-08-22,2005-08-26,2005-08-26,0,1,0.99,0.99,0.00,2007-03-22
15134,4.99,4,2005-08-22,2005-08-29,2005-08-26,3,1,7.99,7.99,0.00,2007-03-22
15833,4.99,6,2005-08-23,2005-08-31,2005-08-29,2,1,6.99,6.99,0.00,2007-03-23
12513,2.99,3,2005-08-18,2005-08-25,2005-08-21,4,1,6.99,6.99,0.00,2007-03-18
1940,4.99,3,2005-06-17,2005-06-22,2005-06-20,2,1,6.99,6.99,0.00,2007-02-17
9313,4.99,5,2005-07-30,2005-08-05,2005-08-04,1,1,5.99,5.99,0.00,2007-04-30
4356,2.99,3,2005-07-07,2005-07-16,2005-07-10,6,1,8.99,8.99,0.00,2007-04-07
7467,4.99,3,2005-07-27,2005-08-03,2005-07-30,4,1,8.99,8.99,0.00,2007-04-27
6626,4.99,4,2005-07-12,2005-07-17,2005-07-16,1,1,5.99,5.99,0.00,2007-04-12
13128,0.99,3,2005-08-19,2005-08-26,2005-08-22,4,1,4.99,4.99,0.00,2007-03-19
14587,4.99,4,2005-08-21,2005-08-26,2005-08-25,1,1,5.99,5.99,0.00,2007-03-21
1522,2.99,5,2005-06-16,2005-06-22,2005-06-21,1,1,3.99,3.99,0.00,2007-02-15
11099,4.99,5,2005-08-02,2005-08-07,2005-08-07,0,1,4.99,4.99,0.00,2007-03-02
6095,4.99,5,2005-07-11,2005-07-19,2005-07-16,3,1,7.99,7.99,0.00,2007-04-11
2742,4.99,6,2005-06-19,2005-06-26,2005-06-25,1,1,5.99,5.99,0.00,2007-02-19
11008,2.99,5,2005-08-02,2005-08-10,2005-08-07,3,1,5.99,5.99,0.00,2007-03-02
5616,0.99,3,2005-07-10,2005-07-18,2005-07-13,5,1,5.99,5.99,0.00,2007-04-10
9492,4.99,7,2005-07-30,2005-08-08,2005-08-06,2,1,6.99,6.99,0.00,2007-04-30
12196,2.99,7,2005-08-18,2005-08-26,2005-08-25,1,1,3.99,3.99,0.00,2007-03-18
8613,4.99,6,2005-07-29,2005-08-05,2005-08-04,1,1,5.99,5.99,0.00,2007-04-29
9838,4.99,3,2005-07-31,2005-08-03,2005-08-03,0,1,4.99,4.99,0.00,2007-04-30
3530,2.99,4,2005-07-06,2005-07-10,2005-07-10,0,1,2.99,2.99,0.00,2007-04-05
9259,0.99,6,2005-07-30,2005-08-06,2005-08-05,1,1,1.99,1.99,0.00,2007-04-30
12774,0.99,4,2005-08-18,2005-08-28,2005-08-22,6,1,6.99,6.99,0.00,2007-03-18
6716,0.99,7,2005-07-12,2005-07-19,2005-07-19,0,1,0.99,0.99,0.00,2007-04-12
12114,4.99,6,2005-08-17,2005-08-26,2005-08-23,3,1,7.99,7.99,0.00,2007-03-17
12497,2.99,4,2005-08-18,2005-08-24,2005-08-22,2,1,4.99,4.99,0.00,2007-03-18
14832,2.99,5,2005-08-22,2005-08-29,2005-08-27,2,1,4.99,4.99,0.00,2007-03-22
9771,0.99,3,2005-07-31,2005-08-04,2005-08-03,1,1,1.99,1.99,0.00,2007-04-30
8475,0.99,5,2005-07-29,2005-08-04,2005-08-03,1,1,1.99,1.99,0.00,2007-04-29
11570,2.99,7,2005-08-17,2005-08-24,2005-08-24,0,1,2.99,2.99,0.00,2007-03-17
15730,4.99,3,2005-08-23,2005-08-30,2005-08-26,4,1,8.99,8.99,0.00,2007-03-23
9623,2.99,6,2005-07-31,2005-08-06,2005-08-06,0,1,2.99,2.99,0.00,2007-04-30
9647,0.99,4,2005-07-31,2005-08-06,2005-08-04,2,1,2.99,2.99,0.00,2007-04-30
4719,0.99,5,2005-07-08,2005-07-15,2005-07-13,2,1,2.99,2.99,0.00,2007-04-08
2150,2.99,3,2005-06-17,2005-06-21,2005-06-20,1,1,3.99,3.99,0.00,2007-02-17
11964,2.99,4,2005-08-17,2005-08-25,2005-08-21,4,1,6.99,6.99,0.00,2007-03-17
2598,2.99,5,2005-06-19,2005-06-24,2005-06-24,0,1,2.99,2.99,0.00,2007-02-19
11562,0.99,3,2005-08-17,2005-08-26,2005-08-20,6,1,6.99,6.99,0.00,2007-03-16
1987,2.99,6,2005-06-17,2005-06-23,2005-06-23,0,1,2.99,2.99,0.00,2007-02-17
6912,2.99,4,2005-07-12,2005-07-19,2005-07-16,3,1,5.99,5.99,0.00,2007-04-12
15437,2.99,7,2005-08-23,2005-08-30,2005-08-30,0,1,2.99,2.99,0.00,2007-03-22
8254,0.99,5,2005-07-29,2005-08-03,2005-08-03,0,1,0.99,0.99,0.00,2007-04-28
11483,0.99,7,2005-08-02,2005-08-11,2005-08-09,2,1,2.99,2.99,0.00,2007-03-02
12905,0.99,3,2005-08-19,2005-08-26,2005-08-22,4,1,4.99,4.99,0.00,2007-03-19
6331,0.99,4,2005-07-11,2005-07-18,2005-07-15,3,1,3.99,3.99,0.00,2007-04-11
8954,2.99,7,2005-07-30,2005-08-06,2005-08-06,0,1,2.99,2.99,0.00,2007-04-30
7900,0.99,7,2005-07-28,2005-08-05,2005-08-04,1,1,1.99,1.99,0.00,2007-04-28
13912,4.99,4,2005-08-20,2005-08-29,2005-08-24,5,1,9.99,9.99,0.00,2007-03-20
10352,0.99,3,2005-08-01,2005-08-05,2005-08-04,1,1,1.99,1.99,0.00,2007-03-01
8267,4.99,4,2005-07-29,2005-08-04,2005-08-02,2,1,6.99,6.99,0.00,2007-04-28
10330,4.99,4,2005-08-01,2005-08-07,2005-08-05,2,1,6.99,6.99,0.00,2007-03-01
11317,4.99,6,2005-08-02,2005-08-08,2005-08-08,0,1,4.99,4.99,0.00,2007-03-02
12512,0.99,5,2005-08-18,2005-08-26,2005-08-23,3,1,3.99,3.99,0.00,2007-03-18
