film_id,title,release_year,language_id,rental_duration,rental_rate,length,replacement_cost,rating
898,Tourist Pelican,2006,1,4,4.99,152,18.99,PG-13
899,Towers Hurricane,2006,1,7,0.99,144,14.99,NC-17
900,Town Ark,2006,1,6,2.99,136,17.99,R
901,Tracy Cider,2006,1,3,0.99,142,29.99,G
902,Trading Pinocchio,2006,1,6,4.99,170,22.99,PG
903,Traffic Hobbit,2006,1,5,4.99,139,13.99,G
904,Train Bunch,2006,1,3,4.99,71,26.99,R
905,Trainspotting Strangers,2006,1,7,4.99,132,10.99,PG-13
906,Tramp Others,2006,1,4,0.99,171,27.99,PG
907,Translation Summer,2006,1,4,0.99,168,10.99,PG-13
908,Trap Guys,2006,1,3,4.99,110,11.99,G
909,Treasure Command,2006,1,3,0.99,102,28.99,PG-13
910,Treatment Jekyll,2006,1,3,0.99,87,19.99,PG
911,Trip Newton,2006,1,7,4.99,64,14.99,PG-13
912,Trojan Tomorrow,2006,1,3,2.99,52,9.99,PG
913,Troopers Metal,2006,1,3,0.99,115,20.99,R
914,Trouble Date,2006,1,6,2.99,61,13.99,PG
915,Truman Crazy,2006,1,7,4.99,92,9.99,G
916,Turn Star,2006,1,3,2.99,80,10.99,G
917,Tuxedo Mile,2006,1,3,2.99,152,24.99,R
918,Twisted Pirates,2006,1,4,4.99,152,23.99,PG
919,Tycoon Gathering,2006,1,3,4.99,82,17.99,G
920,Unbreakable Karate,2006,1,3,0.99,62,16.99,G
921,Uncut Suicides,2006,1,7,2.99,172,29.99,PG-13
922,Undefeated Dalmations,2006,1,7,4.99,107,22.99,PG-13
923,Unfaithful Kill,2006,1,7,2.99,78,12.99,R
924,Unforgiven Zoolander,2006,1,7,0.99,129,15.99,PG
925,United Pilot,2006,1,3,0.99,164,27.99,R
926,Untouchables Sunrise,2006,1,5,2.99,120,11.99,NC-17
927,Uprising Uptown,2006,1,6,2.99,174,16.99,NC-17
928,Uptown Young,2006,1,5,2.99,84,16.99,PG
929,Usual Untouchables,2006,1,5,4.99,128,21.99,PG-13
930,Vacation Boondock,2006,1,4,2.99,145,23.99,R
931,Valentine Vanishing,2006,1,7,0.99,48,9.99,PG-13
932,Valley Packer,2006,1,3,0.99,73,21.99,G
933,Vampire Whale,2006,1,4,4.99,126,11.99,NC-17
934,Vanilla Day,2006,1,7,4.99,122,20.99,NC-17
935,Vanished Garden,2006,1,5,0.99,142,17.99,R
936,Vanishing Rocky,2006,1,3,2.99,123,21.99,NC-17
937,Varsity Trip,2006,1,7,2.99,85,14.99,NC-17
938,Velvet Terminator,2006,1,3,4.99,173,14.99,R
939,Vertigo Northwest,2006,1,4,2.99,90,17.99,R
940,Victory Academy,2006,1,6,0.99,64,19.99,PG-13
941,Videotape Arsenic,2006,1,4,4.99,145,10.99,NC-17
942,Vietnam Smoochy,2006,1,7,0.99,174,27.99,PG-13
943,Villain Desperate,2006,1,4,4.99,76,27.99,PG-13
944,Virgin Daisy,2006,1,6,4.99,179,29.99,PG-13
945,Virginian Pluto,2006,1,5,0.99,164,22.99,R
946,Virtual Spoilers,2006,1,3,4.99,144,14.99,NC-17
947,Vision Torque,2006,1,5,0.99,59,16.99,PG-13
948,Voice Peach,2006,1,6,0.99,139,22.99,PG-13
949,Volcano Texas,2006,1,6,0.99,157,27.99,NC-17
950,Volume House,2006,1,7,4.99,132,12.99,PG
951,Voyage Legally,2006,1,6,0.99,78,28.99,PG-13
952,Wagon Jaws,2006,1,7,2.99,152,17.99,PG
953,Wait Cider,2006,1,3,0.99,112,9.99,PG-13
954,Wake Jaws,2006,1,7,4.99,73,18.99,G
955,Walls Artist,2006,1,7,4.99,135,19.99,PG
956,Wanda Chamber,2006,1,7,4.99,107,23.99,PG-13
957,War Notting,2006,1,7,4.99,80,26.99,G
958,Wardrobe Phantom,2006,1,6,2.99,178,19.99,G
959,Warlock Werewolf,2006,1,6,2.99,83,10.99,G
960,Wars Pluto,2006,1,5,2.99,128,15.99,G
961,Wash Heavenly,2006,1,7,4.99,161,22.99,R
962,Wasteland Divine,2006,1,7,2.99,85,18.99,PG
963,Watch Tracy,2006,1,5,0.99,78,12.99,PG
964,Waterfront Deliverance,2006,1,4,4.99,61,17.99,G
965,Watership Frontier,2006,1,6,0.99,112,28.99,G
966,Wedding Apollo,2006,1,3,0.99,70,14.99,PG
967,Weekend Personal,2006,1,5,2.99,134,26.99,R
968,Werewolf Lola,2006,1,6,4.99,79,19.99,G
969,West Lion,2006,1,4,4.99,159,29.99,G
970,Westward Seabiscuit,2006,1,7,0.99,52,11.99,NC-17
971,Whale Bikini,2006,1,4,4.99,109,11.99,PG-13
972,Whisperer Giant,2006,1,4,4.99,59,24.99,PG-13
973,Wife Turn,2006,1,3,4.99,183,27.99,NC-17
974,Wild Apollo,2006,1,4,0.99,181,24.99,R
975,Willow Tracy,2006,1,6,2.99,137,22.99,R
976,Wind Phantom,2006,1,6,0.99,111,12.99,R
977,Window Side,2006,1,3,2.99,85,25.99,R
978,Wisdom Worker,2006,1,3,0.99,98,12.99,R
979,Witches Panic,2006,1,6,4.99,100,10.99,NC-17
980,Wizard Coldblooded,2006,1,4,4.99,75,12.99,PG
981,Wolves Desire,2006,1,7,0.99,55,13.99,NC-17
982,Women Dorado,2006,1,4,0.99,126,23.99,R
983,Won Dares,2006,1,7,2.99,105,18.99,PG
984,Wonderful Drop,2006,1,3,2.99,126,20.99,NC-17
985,Wonderland Christmas,2006,1,4,4.99,111,19.99,PG
986,Wonka Sea,2006,1,6,2.99,85,24.99,NC-17
987,Words Hunter,2006,1,3,2.99,116,13.99,PG
988,Worker Tarzan,2006,1,7,2.99,139,26.99,R
989,Working Microcosmos,2006,1,4,4.99,74,22.99,R
990,World Leathernecks,2006,1,3,0.99,171,13.99,PG-13
991,Worst Banger,2006,1,4,2.99,185,26.99,PG
992,Wrath Mile,2006,1,5,0.99,176,17.99,NC-17
993,Wrong Behavior,2006,1,6,2.99,178,10.99,PG-13
994,Wyoming Storm,2006,1,6,4.99,100,29.99,PG-13
995,Yentl Idaho,2006,1,5,4.99,86,11.99,R
996,Young Language,2006,1,6,0.99,183,9.99,G
997,Youth Kick,2006,1,4,0.99,179,14.99,NC-17
998,Zhivago Core,2006,1,6,0.99,105,10.99,NC-17
999,Zoolander Fiction,2006,1,5,2.99,101,28.99,R
1000,Zorro Ark,2006,1,3,4.99,50,18.99,NC-17
